,Name,Org,Sentence
2007,['Romney'],['Senate'],"['""Every American adult should immediately receive $1,000 to help ensure families and workers can meet their short-term obligations and increase spending in the economy,"" a plan from Romney\'s Senate office said.']"
2008,['Leonard'],"[""Stew Leonard's""]","['""Saturday was really, really busy,"" Leonard, the CEO and president of Stew Leonard\'s, a grocery store chain with seven locations across New York, Connecticut and New Jersey, said.']"
2009,['Morris Cohen'],"[""the University of Pennsylvania's"", 'Wharton business school']","['Food demand in retail locations is at ""unprecedented levels,"" said Morris Cohen, a professor of operations, information and decisions at the University of Pennsylvania\'s Wharton business school.']"
2010,['Kelsey Roemhildt'],"['General Mills', 'Cheerios', 'Annie', 'Progresso']","['General Mills, which sells a vast portfolio of well-known brands like Cheerios, Annie\'s snacks and pasta and Progresso soups, among others, is seeing ""a short-term increase in customer orders in the US,"" said Kelsey Roemhildt, corporate communications manager for the company.']"
2011,['John Newton'],['the American Farm Bureau Federation'],"['Before the crisis hit, US farmers were on track to produce record amounts of poultry, beef, pork and milk, said John Newton, chief economist at the American Farm Bureau Federation, which represents farmers.']"
2012,['Zippy Duvall'],"[""the Farm Bureau's""]","[""Zippy Duvall, the Farm Bureau's president, said he's not worried about the short term — but he has concerns about what could happen months from now.""]"
2013,['Brad Hazzard'],['NSW'],['NSW Minister of Health Brad Hazzard said all passengers who left the cruise liner were asked to spend 14 days in quarantine at home.']
2014,['Collins'],['SLF'],"['In one of the SLF ads, the narrator says Collins was ""fighting to get bad guys out of jail.""']"
2019,['Anthony Fauci'],['the National Institutes of Health'],"['""We\'ve really got to adhere to the physical separation,"" Dr. Anthony Fauci, with the National Institutes of Health, said Thursday.']"
2020,['Stephen Hahn'],['FDA'],"['""Over the next couple of weeks, we\'ll have more information that we\'re really pushing hard to try to accelerate,"" FDA Commissioner Stephen Hahn said Thursday, ""And that will be a bridge to other therapies that will take us three to six months to develop.']"
2021,['Deborah Birx'],['White House'],"['""The number of test positives are increasing,"" said Dr. Deborah Birx, the White House coronavirus response coordinator.']"
2022,['Ronald Lam'],['Cathay Pacific'],"['""The scale of the challenge facing the global aviation industry is unprecedented,"" Cathay Pacific Chief Customer and Commercial Officer Ronald Lam said in a statement.']"
2023,['Trump'],['CNN'],"[""So here's what I said on CNN after the briefing: We know Trump is obsessed with news coverage.""]"
2024,['Doug McMillon'],['Walmart'],"['""We know millions of Americans who are usually employed at this time are temporarily out of work, and at the same time we\'re currently seeing strong demand in our stores,"" said Doug McMillon, president and CEO of Walmart.']"
2025,['Steven Mnuchin'],"['Treasury', 'White House']","['$3,000 for a family of four -- Treasury Secretary Steven Mnuchin said that under a White House idea, a family of four could get up to $3,000 when payments for two adults and smaller payments for children are combined.']"
2026,['Kevin Durant'],"['Nets', 'The Philadelphia 76ers', 'Covid-19']",['Kevin Durant among Nets players who tested positive for the coronavirus The Philadelphia 76ers released a statement Thursday saying that three members of its organization have tested positive for Covid-19.']
2029,['Abe'],['G7'],"['On Monday, Abe said he had secured the backing of G7 leaders to hold the Olympics in their ""complete form.""']"
2030,['Seiko Hashimoto'],['IOC'],"[""Earlier in March, Japan's Olympics minister Seiko Hashimoto said that Tokyo's contract with the IOC did allow it to postpone the games until the end of the year.""]"
2037,['Donald Trump'],['the US Food and Drug Administration'],"['In a news briefing Thursday, President Donald Trump said he had pushed the US Food and Drug Administration to eliminate barriers to getting therapeutics to coronavirus patients.']"
2041,['Pompeo'],['Twitter'],"['Pompeo said on Twitter that he had been ""working closely"" with his Mexican counterpart ""on travel restrictions that balance protecting our citizens from further transmission of #COVID19.""']"
2042,['Trump'],['FDA'],"['So we\'re going to be able to make that drug available by prescription or states,"" Trump said\n\nHe added: ""Normally the FDA would take a long time to approve something like that, and it\'s -- it was approved very, very quickly and it\'s now approved, by prescription.""']"
2045,['Bulatao'],['State'],"[""Bulatao's email said State will temporarily close that area of the building while it is disinfected and made safe for occupancy.""]"
2046,['Mike Pompeo'],"['State', 'State Department']","['On Tuesday, Secretary of State Mike Pompeo said a ""handful"" of State Department employees have tested positive for the coronavirus in the first official acknowledgment that his staff has been directly affected by the pandemic.']"
2049,['Dean Athanasia'],"['Consumer and Small Business', 'Bank of America']","['""Our clients rely on us every day and for every aspect of their financial lives,"" said Dean Athanasia, president of Consumer and Small Business at Bank of America, in a news release .']"
2050,['Leonard Marcus'],"['the National Preparedness Leadership Initiative', 'the Harvard School of Public Health', 'Bed Bath & Beyond']","['Leonard Marcus, co-director of the National Preparedness Leadership Initiative at the Harvard School of Public Health, said earlier Thursday that keeping Bed Bath & Beyond and other non-essential stores open ""does raise the risks to employees and customers.']"
2051,['Mike Pence'],['White House'],"['""Tens of thousands"" of tests are being conducted every day, Vice President Mike Pence said in a White House briefing.']"
2052,['Deborah Birx'],['White House'],"['Dr. Deborah Birx, the White House coronavirus response coordinator, said the ""dramatic increases in the number of new cases"" was ""based on our ability to test additional people.""']"
2053,['Kathrin Elsner'],"['MarCom Ventilators', 'Hamilton Medical Inc']","['""It is more than we can currently provide,"" said Kathrin Elsner, team leader of MarCom Ventilators at Hamilton Medical Inc.']"
2055,['Preisdent Donald Trump'],['the US Food and Drug Administration'],"['In a news briefing Thursday, Preisdent Donald Trump said he had pushed the US Food and Drug Administration to eliminate barriers to getting therapeutics to coronavirus patients.']"
2056,['Hahn'],['FDA'],"['""The FDA is committed to continuing to provide regulatory flexibility and guidance, but let me make one thing clear,"" Hahn said.']"
2057,['Hahn'],['FDA'],"[""Regarding the President's remarks on chloroquine, Hahn said the president directed the FDA to look at the drug and see if its use could be expanded to benefit coronavirus patients.""]"
2058,['William Jaquis'],['the American College of Emergency Physicians'],"['""As emergency physicians, we know the risks of our calling,"" said Dr. William Jaquis, president of the American College of Emergency Physicians, in a statement last week after the virus left two of the organization\'s members in critical condition.']"
2059,['Mitch McConnell'],"['Senate', 'Senate', 'Senate']","['On Tuesday, Senate Majority Leader Mitch McConnell said the Senate would ""deal with the social distancing issue without fundamentally changing the Senate rules.""']"
2060,['Mitch McConnell'],"['Senate', 'Senate']","['Senate Majority Leader Mitch McConnell called the plan ""a bold legislative proposal,"" in remarks on the Senate floor, saying that he was ""officially introducing the Coronavirus Aid, Relief and Economic Security Act.""']"
