idx.1,idx,idx.1,quote,people,educ_inst
4195,2929,4195,"'Dr. Richard Ries, the director of Harborview Medical Center’s addiction division at the University of Washington, theorized rather that Americans are now mimicking a French or Mediterranean mode of drinking, “built around having small to medium amounts of wine at lunch or snacks and dinner,” rather than compressing their drinking in evenings or weekends as they did pre-quarantine.\n\n\n'",['Richard Ries'],University of Washington
4203,2937,4203,"'That doesn’t mean that there won’t be, but so far there hasn’t been any indication, so I’m cautiously optimistic on that point,” said Dr. Alyson Kelvin, a researcher at the Canadian Center for Vaccinology and Dalhousie University.\n\n\n'",['Alyson Kelvin'],Dalhousie University
4207,2940,4207,"'Covid patients and survivors could be more vulnerable to this, so when they go back to work we might be concerned about another infection,” said Caitlin Proctor, a postdoctoral fellow at Purdue who, along with Dr. Whelton conducted a study that has been accepted for publication in the journal AWWA Water Science examining risks from water stagnation during the coronavirus lockdown.\n\n\n'","['Caitlin Proctor', 'Whelton']",Purdue University
4207,2941,4207,"'The buildings aren’t designed to be left alone for months,” said Andrew Whelton, an associate professor of civil, environmental and ecological engineering at Purdue University.\n\n\n'",['Andrew Whelton'],Purdue University
4211,2947,4211,"'I could name on one hand the amount of celebs that are still in New York right now,” said Miles Diggs, a 25-year-old celebrity photographer who has been working in the city since dropping out of a photojournalism program at New York University eight years ago.\n\n\n'",['Miles Diggs'],New York University
4227,2955,4227,"'Not every kid can be online and have a confidential conversation about how things are going at home with parents in earshot,” said Seth Pollak, director of the Child Emotion Lab at the University of Wisconsin-Madison.\n\n\n'",['Seth Pollak'],University of Wisconsin-Madison
4324,3043,4324,"'The administration seems intent on “hitting at targets that are both economically and politically sensitive for Beijing,” said Eswar Prasad, a professor at Cornell University.\n\n\n'",['Eswar Prasad'],Cornell University
4340,3053,4340,"'Edward Maibach, director of George Mason University’s Center for Climate Change Communication, said, “I personally was quite concerned that public worry and engagement about climate change would be greatly diminished at present as a result of the pandemic.”\n\n\n'",['Edward Maibach'],George Mason University
4358,3064,4358,"'We are living in a suspense film with no resolution,” said Deborah Carr, a sociology professor at Boston University.'",['Deborah Carr'],Boston University
4358,3065,4358,"'“Endings allow us to think about transition; to think about the next phase, the next era,” said Calvin Morrill, a professor of law and sociology at the University of California, Berkeley.'",['Calvin Morrill'],"University of California, Berkeley"
4384,3091,4384,"'They all write with extremely distinctive styles, and their association seems to me a way for them to amplify each other’s voices,” said Ross Karre, a percussionist and an artistic director of the International Contemporary Ensemble, known as ICE, with whom I.F.C.A. has developed an ongoing collaboration.\n\n\n'",['Ross Karre'],Rice University
4396,3100,4396,"'No one really had this in their playbook,” said Richard Vallaster III, director of client relations at A2Z, a meeting planning firm in Columbia,'",['Richard Vallaster III'],Columbia University
4404,3113,4404,"'I felt that it was ridiculous that, No. 1, that the stop was justified, and then the detainment was justified as well,” said Dr. Henderson, who practices internal medicine in the University of Miami Health System.'",['Henderson'],University of Miami
4405,3115,4405,"'His second term, like his first term, came with the promise of fighting corruption and changing Lesotho’s politics,” said John Aerni-Flessner, an associate professor of African History at Michigan State University, and an expert on Lesotho.'","['John Aerni-Flessner', 'Lesotho']",Michigan State University
4429,3138,4429,"'Now, hospitality means you are going to have to demonstrate this stuff,” said Alex Susskind, a professor at Cornell University and director of its food and beverage institute.\n\n\n'",['Alex Susskind'],Cornell University
4471,3166,4471,'Kevin M. Kruse (@KevinMKruse) is a professor of history at Princeton and co-author of “Fault Lines: A History of the United States Since 1974.',['Kevin M. Kruse'],Princeton University
4474,3168,4474,"'”\n\n                  Richard J. Davidson, professor of psychology and neuroscientist at the Center for Healthy Minds at the University of Wisconsin-Madison, has demonstrated that “when individuals engage in generous and altruistic behavior, they actually activate circuits in the brain that are key to fostering well-being.'",['Richard J. Davidson'],University of Wisconsin-Madison
4502,3188,4502,"'Any sensible policy is going to have us racking up the deficit for a long time, if you can,” said Kenneth Rogoff, a Harvard economist whose work on government debt and economic growth was frequently cited by lawmakers pushing rapid deficit reduction under President Barack Obama.\n\n                  '","['Kenneth Rogoff', 'Barack Obama.\\n\\n']",Harvard University
4561,3236,4561,"'Government programs focus on palliative care: Annual spending on shelters has reached $12 billion a year, according to Dennis Culhane, a professor at the University of Pennsylvania and an expert on homelessness.'",['Dennis Culhane'],University of Pennsylvania
4564,3240,4564,"'The deficit will move on its own,” said Stephanie Kelton, an economist at Stony Brook University who has advised Senator Bernie Sanders of Vermont and is a leading champion of the theory that the federal government’s spending levels should be limited not by tax collections or debt levels, but by how much the economy can actually produce.\n\n\n'","['Bernie Sanders', 'Stephanie Kelton']",Stony Brook University
4564,3241,4564,"'“Interest rates are lower than they’ve ever been when we’ve done fiscal stimulus,” said Jason Furman, a former top economist under Mr. Obama who is now a professor at Harvard University’s Kennedy School of Government.'","['Jason Furman', 'Obama']",Harvard University
4570,3255,4570,"'I think we’re still in the early innings of dealing with this crisis, and we’re probably in the early innings of throwing out trillions of dollars to help us get by,” said Kenneth Rogoff, a Harvard University economist whose work on government debt and economic growth was frequently cited by lawmakers pushing rapid deficit reduction under President Barack Obama.\n\n                  '","['Kenneth Rogoff', 'Barack Obama.\\n\\n']",Harvard University
4573,3260,4573,"'This has been going on since Woodrow Wilson and FDR decided that both Democrats and Republicans could fight for the mantle of Lincoln,” said Harold Holzer, a Lincoln scholar and the director of Roosevelt House Public Policy Institute at Hunter College.'",['Harold Holzer'],University of Nebraska-Lincoln
4573,3261,4573,"'Lincoln is always available for everyone’s use, and there’s a long history of that,” said David W. Blight, a professor of history at Yale.'",['David W. Blight'],Yale University
