,idx,quote,people,orgs,source,gender
2022,3116,"'Shortly after the Iowa Democratic Party announced that it had completed the recounts this week, Jeff Weaver, a senior adviser to Mr. Sanders, told Politico that the campaign had filed an “implementation challenge” with the Democratic National Committee “stating that the Iowa Democratic Party conducted its recanvass and recount in a way that violated their delegate selection plan.'","['Sanders', 'Politico', 'Jeff Weaver']","['the Democratic National Committee', 'the Iowa Democratic Party']",The New York Times,0
2032,3124,"'Because of these limited resources, we could not get some of our patients tested,” said Dr. William Schaffner, an infectious disease specialist at Vanderbilt University Medical Center in Nashville. \n'",['William Schaffner'],['Vanderbilt University Medical Center'],The New York Times,0
2033,3124,"'Our testing capacity has been lower than other countries,” said Caitlin Rivers, an epidemiologist at the Johns Hopkins Center for Health Security. \n'",['Caitlin Rivers'],['the Johns Hopkins Center for Health Security'],The New York Times,0
2034,3124,"'This action today reflects our public health commitment to addressing critical public health needs and rapidly responding and adapting to this dynamic and evolving situation,” the F.D.A.’s commissioner, Stephen M. Hahn, said in a statement.\n'",['Stephen M. Hahn'],['F.D.A.’s'],The New York Times,0
2039,3128,"'There Is No Evil,” a drama by the Iranian director Mohammad Rasoulof centering on people who carry out executions in the Islamic Republic.\n'",['Mohammad Rasoulof'],"[""the Islamic Republic.\\n'""]",The New York Times,0
2040,3128,"'Writing in the German newspaper Frankfurter Allgemeine Zeitung, the critic Andreas Kilb argued that the festival had not had “many more truly great and prize-worthy contributions” than in previous years.\n\n\n'",['Andreas Kilb'],['Frankfurter Allgemeine Zeitung'],The New York Times,0
2041,3129,"'At times like this, it is the job of the president to reassure the public that he or she is taking all the steps necessary to protect the health and well-being of every citizen,” Mr. Bloomberg says in the taped address, which is set to air around 8:30 p.m. Eastern time Sunday on CBS and NBC.'",['Bloomberg'],"['NBC', 'CBS']",The New York Times,0
2048,3134,"'You know what a mask costs?” said Mike Bowen, the executive vice president of Prestige Ameritech, an N95 mask manufacturer in North Richland Hills, Texas.'",['Mike Bowen'],['Prestige Ameritech'],The New York Times,0
2049,3134,"'There are severe strains on protective equipment around the world,” said Dr. Michael J. Ryan, executive director of the health emergency program at the World Health Organization, during a briefing on Friday.'",['Michael J. Ryan'],['the World Health Organization'],The New York Times,0
2050,3135,"'The true death rate could turn out to be similar to that of a severe seasonal flu, below 1 percent, according to an editorial published in the journal by Dr. Anthony S. Fauci and Dr. H. Clifford Lane, of the National Institute of Allergy and Infectious Diseases, and Dr. Robert R. Redfield, director of the Centers for Disease Control and Prevention.\n\n\n'","['Infectious Diseases', 'H. Clifford Lane', 'Anthony S. Fauci', 'Robert R. Redfield', 'Prevention.\\n\\n\\n']","['the Centers for Disease Control', 'the National Institute of Allergy']",The New York Times,0
2051,3135,"'The flu kills people,” Mick Mulvaney, the acting White House chief of staff, said on Wednesday.'",['Mick Mulvaney'],['White House'],The New York Times,0
2053,3139,"'We really believe that the risk at this point is increasing,” said Dr. Kathy Lofy, Washington State’s health officer.\n'",['Kathy Lofy'],['Washington State’s'],The New York Times,0
2055,3142,"'There are plenty of risks in terms of financial stability, and also a lot of geopolitical risks,” said Lorenzo Codogno, former chief economist for the Italian Treasury, who is now an independent consultant in London.'",['Lorenzo Codogno'],['the Italian Treasury'],The New York Times,0
2056,3142,"'We would rather have a vaccine than a rate cut and fully recognize that monetary policy is not optimized for addressing this type of shock,” Krishna Guha and Ernie Tedeschi of Evercore ISI wrote in a note to clients.\n\n\n\n\n\n  \n      \n          \n              \n                  \n\n                      '",['Krishna Guha'],"['Ernie Tedeschi', 'ISI']",The New York Times,0
2057,3145,"'There is a balance we have to strike, and it’s not easy,” said Dr. Jonathan Woodson, who was assistant secretary of defense for health affairs from 2010 to 2016, and who coordinated the military’s response to the Ebola outbreak in 2015.\n'",['Jonathan Woodson'],['Ebola'],The New York Times,0
2058,3145,"'It’s the ideal public health environment, but it’s a double-edged sword,” said Carol R. Byerly, a former research historian for the Office of the Army Surgeon General.'",['Carol R. Byerly'],['the Office of the Army Surgeon General'],The New York Times,0
2059,3145,"'In his address, Colonel Ballanco warned that while the Army would remain vigilant, “we have to watch out about going overboard.'",['Ballanco'],['Army'],The New York Times,0
2060,3145,"'As the virus spreads around the globe, Defense Secretary Mark Esper told Congress this past week, the “first priority is protection of our people, both service members and families, and then make sure we protect our ability to accomplish our mission.'",['Mark Esper'],"['Defense', 'Congress']",The New York Times,0
2065,3147,"'I’m looking at the combination of fiscal and monetary policy as potential triage,” said Joseph Brusuelas, chief economist at the accounting firm RSM.'",['Joseph Brusuelas'],['RSM'],The New York Times,0
2066,3149,"'It is presently growing at a very high rate for reasons we would all understand,” Stuart Burgdoerfer, the chief financial officer of L Brands, said.\n'",['Stuart Burgdoerfer'],['L Brands'],The New York Times,0
2067,3157,"'(At a CNN town hall on Monday, Mr. Sanders, who identifies as a democratic socialist, described China as an “authoritarian country, becoming more and more authoritarian,” adding that it had “taken more people out of extreme poverty"" than any other nation.)\n'",['Sanders'],['CNN'],The New York Times,0
2068,3157,"'(At a CNN town hall on Monday, Mr. Sanders, who identifies as a democratic socialist, described China as an “authoritarian country, becoming more and more authoritarian,” adding that it had “taken more people out of extreme poverty"" than any other nation.)\n'",['Sanders'],['CNN'],The New York Times,0
2069,3158,"'Dr. Ngozi Erondu, an associate fellow in the Global Health Program at Chatham House, an international research group in London, said Nigeria’s confirmation of the coronavirus case in just two days was “a very positive reflection of the disease surveillance and laboratory capacity in Nigeria.'",['Ngozi Erondu'],"['Nigeria’s', 'the Global Health Program', 'Chatham House']",The New York Times,0
2070,3159,"'The statement is a step in the right direction, but it stops short of what is needed, which I think is a statement that says that the Fed can act preemptively to support the economy,” said Roberto Perli, an economist at Cornerstone Macro.'",['Roberto Perli'],['Cornerstone Macro'],The New York Times,0
2071,3159,"'The Federal Reserve chair, Jerome H. Powell, in an attempt to soothe jittery investors, issued a short statement Friday afternoon reaffirming that the central bank would use its tools and “act as appropriate to support the economy.'",['Jerome H. Powell'],['The Federal Reserve'],The New York Times,0
2072,3159,"'While Mr. Powell said that the “fundamentals of the U.S. economy remain strong,” he also noted that “the coronavirus poses evolving risks to economic activity” and that the Fed “is closely monitoring developments and their implications for the economic outlook.'",['Powell'],['Fed'],The New York Times,0
2073,3159,"'James Bullard, the president of the Federal Reserve Bank of St. Louis, said during a speech in Florida earlier Friday that “we could cut rates if we got a global pandemic that actually develops with health effects that seem to be approaching the same level as seasonal influenza, but that doesn’t look like the baseline as of today.”  \nThe statement by the Fed chair underlines that the most important member of the 17-person Federal Open Market Committee is closely focused on an unfolding public health concern. \n'",['James Bullard'],['the Federal Reserve Bank'],The New York Times,0
2074,3161,"'This week, Richard Saynor, the chief executive of Sandoz, the generic manufacturing arm of the drug giant Novartis, said in a LinkedIn post that “while we think we have solid levels of safety stock at my company, it is hard to predict how the situation will evolve further as the virus spreads to more and more countries.'",['Richard Saynor'],"['LinkedIn', 'Sandoz', 'Novartis']",The New York Times,0
2075,3163,"'Yes, I think so,” she said, adding that she was “still thinking about Mr. Sanders,” but that he is more difficult “to talk to, because everything’s such a rally for him.”\n'",['Sanders'],['’s'],The New York Times,0
2076,3165,"'We could cut rates if we got a global pandemic that actually develops with health effects that seem to be approaching the same level as seasonal influenza, but that doesn’t look like the baseline as of today,” James Bullard, president of the Federal Reserve Bank of St. Louis, said during a speech in Florida on Friday.'",['James Bullard'],['the Federal Reserve Bank'],The New York Times,0
